DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1998-Q1,59.758,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1998-Q2,64.333,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1998-Q3,65.296,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1998-Q4,65.478,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1999-Q1,60.078,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1999-Q2,64.912,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1999-Q3,66.041,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,1999-Q4,67.458,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2000-Q1,63.051,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2000-Q2,67.583,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2000-Q3,69.085,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2000-Q4,69.839,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2001-Q1,65.355,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2001-Q2,69.622,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2001-Q3,70.531,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2001-Q4,71.970,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2002-Q1,66.206,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2002-Q2,70.957,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2002-Q3,72.468,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2002-Q4,73.281,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2003-Q1,67.688,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2003-Q2,72.660,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2003-Q3,74.653,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2003-Q4,75.461,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2004-Q1,70.589,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2004-Q2,76.138,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2004-Q3,77.408,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2004-Q4,80.180,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2005-Q1,74.399,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2005-Q2,81.332,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2005-Q3,82.523,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2005-Q4,85.933,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2006-Q1,80.238,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2006-Q2,87.071,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2006-Q3,88.343,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2006-Q4,91.615,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2007-Q1,85.131,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2007-Q2,91.334,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2007-Q3,92.448,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2007-Q4,96.405,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2008-Q1,89.285,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2008-Q2,95.632,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2008-Q3,97.067,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2008-Q4,96.092,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2009-Q1,84.659,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2009-Q2,89.688,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2009-Q3,90.978,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2009-Q4,92.194,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2010-Q1,85.512,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2010-Q2,93.146,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2010-Q3,94.269,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2010-Q4,96.433,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2011-Q1,88.396,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2011-Q2,95.430,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2011-Q3,95.378,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2011-Q4,96.690,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2012-Q1,89.404,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2012-Q2,94.203,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2012-Q3,93.751,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2012-Q4,95.448,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2013-Q1,87.964,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2013-Q2,94.148,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2013-Q3,94.784,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2013-Q4,95.866,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2014-Q1,89.773,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2014-Q2,96.576,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2014-Q3,98.119,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2014-Q4,98.858,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2015-Q1,93.473,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2015-Q2,100.803,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2015-Q3,102.388,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2015-Q4,103.336,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2016-Q1,96.087,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2016-Q2,104.070,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2016-Q3,104.121,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2016-Q4,105.907,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2017-Q1,100.609,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2017-Q2,109.200,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2017-Q3,110.104,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2017-Q4,111.627,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2018-Q1,104.469,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2018-Q2,112.138,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2018-Q3,112.655,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2018-Q4,115.105,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2019-Q1,108.143,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2019-Q2,115.996,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2019-Q3,117.669,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2019-Q4,118.554,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2020-Q1,107.262,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2020-Q2,103.773,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2020-Q3,112.397,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2020-Q4,113.677,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2021-Q1,105.634,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2021-Q2,114.649,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2021-Q3,116.135,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2021-Q4,117.868,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2022-Q1,110.517,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2022-Q2,118.892,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2022-Q3,118.523,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2022-Q4,119.545,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2023-Q1,112.559,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2023-Q2,119.025,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2023-Q3,118.625,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2023-Q4,119.890,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2024-Q1,111.337,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2024-Q2,119.309,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2024-Q3,120.754,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2024-Q4,121.583,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2025-Q1,114.255,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2025-Q2,122.289,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2025-Q3,124.499,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Value added, gross",Czechia,2025-Q4,124.539,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1995-Q1,60.943,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1995-Q2,62.185,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1995-Q3,62.993,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1995-Q4,63.314,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1996-Q1,64.342,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1996-Q2,64.751,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1996-Q3,64.931,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1996-Q4,64.931,,
ESTAT:NAMQ_10_GDP(1.0),30/04/26 11:00:00,Quarterly,"Chain linked volumes, index 2015=100",Seasonally and calendar adjusted data,"Value added, gross",Czechia,1997-Q1,64.454,,
